fips_code,state_id,state_name,year,niaaa_pop_21_plus,census_total_pop,census_percent_pop_21_plus,census_percent_pop_18_24,census_percent_pop_25_34,census_percent_pop_35_44,census_percent_pop_45_54,census_percent_pop_55_64,census_percent_pop_65_plus,census_percent_pop_male,census_percent_pop_female,census_percent_pop_married,census_percent_pop_widowed,census_percent_pop_divorced,census_percent_pop_separated,census_percent_pop_never_married,ed_census_percent_pop_less_hs,ed_census_percent_pop_only_hs,ed_census_percent_pop_some_college_or_assoc,ed_percent_pop_college_grad_only,ed_percent_pop_grad_prof_degree,census_percent_employed,census_percent_unemployed,census_percent_armed_forces_employment,census_percent_not_in_labor_force,brfss_drinking_culture_surrogate_metric_percent_binge,tpc_state_beer_tax_rates_dollar_gal,bea_personal_income_dollars,bea_disp_inc_dollars,bea_percapita_personal_income_dollars,bea_percapita_disp_inc_dollars,census_median_household_inc_dollars,niaaa_total_beer_vol_consumed_gallons,niaaa_legal_adult_per_capita_beer_consumed_gallons,ba_craft_beer_produced_gallons,ba_legal_adult_per_capita_craft_beer_produced_gallons
13,GA,Georgia,2011,6882242,9815210,0.6990,0.1040,0.1350,0.1430,0.1420,0.1130,0.1090,0.4900,0.5100,0.4720,0.0560,0.1140,0.0270,0.3320,0.1570,0.2930,0.2740,0.1770,0.0980,0.5520,0.0760,0.0060,0.3660,0.166,1.01,360456.2,324492.2,36761,33093,46007,185814000,27,4024203,0.58
15,HI,Hawaii,2011,1020993,1374810,0.7420,0.0950,0.1400,0.1280,0.1370,0.1300,0.1480,0.5010,0.4990,0.5050,0.0620,0.0940,0.0140,0.3250,0.0940,0.2850,0.3300,0.1920,0.0990,0.5710,0.0470,0.0330,0.3480,0.215,0.93,59226.4,53784.4,42765,38835,61821,31713000,31.06,752618,0.74
16,ID,Idaho,2011,1088310,1584985,0.6830,0.1000,0.1300,0.1230,0.1290,0.1190,0.1290,0.5020,0.4980,0.5550,0.0490,0.1240,0.0120,0.2590,0.1140,0.2750,0.3580,0.1750,0.0780,0.5700,0.0630,0.0020,0.3650,0.166,0.15,53076.5,48406.4,33454,30511,43341,30597000,28.11,672700,0.62
17,IL,Illinois,2011,9228306,12869259,0.7170,0.0970,0.1380,0.1330,0.1440,0.1190,0.1280,0.4900,0.5100,0.4760,0.0600,0.1000,0.0180,0.3460,0.1280,0.2760,0.2860,0.1930,0.1170,0.5840,0.0720,0.0020,0.3410,0.23,0.23,568230.3,501181.2,44074,38873,53234,277481000,30.07,1986511,0.22
18,IN,Indiana,2011,4621385,6516922,0.7090,0.1020,0.1270,0.1280,0.1430,0.1230,0.1310,0.4920,0.5080,0.4950,0.0600,0.1250,0.0160,0.3040,0.1270,0.3550,0.2880,0.1480,0.0820,0.5750,0.0640,0.0010,0.3600,0.178,0.12,245731.2,221690.5,37682,33995,46438,119157327,25.78,2127716,0.46
19,IA,Iowa,2011,2197447,3062309,0.7170,0.1020,0.1260,0.1180,0.1410,0.1270,0.1500,0.4940,0.5060,0.5260,0.0650,0.1080,0.0130,0.2880,0.0940,0.3310,0.3180,0.1770,0.0810,0.6360,0.0410,0.0010,0.3230,0.231,0.19,125499.8,113269.9,40880,36897,49427,76570000,34.84,601090,0.27
20,KS,Kansas,2011,2013807,2871238,0.7040,0.1030,0.1300,0.1220,0.1390,0.1210,0.1330,0.4960,0.5040,0.5220,0.0580,0.1170,0.0150,0.2880,0.1000,0.2790,0.3200,0.1970,0.1040,0.6240,0.0500,0.0070,0.3190,0.17,0.18,123198.9,110895.4,42889,38606,48964,54657922,27.14,754850,0.37
21,KY,Kentucky,2011,3165679,4369356,0.7210,0.0970,0.1290,0.1300,0.1460,0.1280,0.1360,0.4910,0.5090,0.5000,0.0670,0.1320,0.0240,0.2780,0.1690,0.3410,0.2790,0.1230,0.0880,0.5320,0.0620,0.0040,0.4020,0.161,0.08,151379.9,136662.7,34607,31243,41141,74645495,23.58,793941,0.25
22,LA,Louisiana,2011,3262406,4574836,0.7100,0.1060,0.1380,0.1250,0.1400,0.1220,0.1250,0.4890,0.5110,0.4400,0.0670,0.1200,0.0280,0.3450,0.1750,0.3450,0.2690,0.1400,0.0710,0.5510,0.0560,0.0040,0.3890,0.161,0.32,178350.9,163574.7,38966,35738,41734,114266000,35.03,4250751,1.3
23,ME,Maine,2011,1005790,1328188,0.7550,0.0870,0.1090,0.1260,0.1620,0.1490,0.1630,0.4900,0.5100,0.5120,0.0640,0.1370,0.0120,0.2750,0.0910,0.3340,0.2920,0.1790,0.1050,0.5900,0.0550,0.0020,0.3530,0.173,0.35,52539.8,47543.6,39503,35746,46033,32798000,32.61,7119429,7.08
24,MD,Maryland,2011,4244027,5828289,0.7270,0.0970,0.1340,0.1340,0.1540,0.1240,0.1250,0.4840,0.5160,0.4620,0.0570,0.1030,0.0270,0.3510,0.1110,0.2580,0.2620,0.2040,0.1650,0.6230,0.0610,0.0050,0.3110,0.18,0.09,303270.1,265399.8,51803,45334,70004,97816631,23.05,3824501,0.9
25,MA,Massachusetts,2011,4891545,6587536,0.7380,0.1030,0.1310,0.1320,0.1540,0.1270,0.1400,0.4840,0.5160,0.4690,0.0600,0.0950,0.0200,0.3560,0.1080,0.2590,0.2420,0.2230,0.1680,0.6130,0.0620,0.0010,0.3240,0.206,0.11,363076.3,312773.4,54764,47176,62859,125136280,25.58,7272631,1.49
26,MI,Michigan,2011,7132733,9876187,0.7210,0.1010,0.1180,0.1260,0.1500,0.1320,0.1400,0.4910,0.5090,0.4820,0.0640,0.1150,0.0150,0.3250,0.1120,0.3080,0.3240,0.1570,0.0990,0.5330,0.0800,0.0010,0.3860,0.197,0.2,372954.2,336072.2,37689,33962,45981,194106015,27.21,11060180,1.55
27,MN,Minnesota,2011,3842303,5344861,0.7180,0.0950,0.1360,0.1250,0.1500,0.1240,0.1320,0.4970,0.5030,0.5210,0.0530,0.0980,0.0120,0.3150,0.0800,0.2690,0.3270,0.2180,0.1050,0.6480,0.0540,0.0000,0.2980,0.221,0.15,241599.5,212489.9,45137,39699,56954,109678000,28.54,5273162,1.37
28,MS,Mississippi,2011,2094466,2978512,0.6960,0.1050,0.1270,0.1280,0.1360,0.1210,0.1300,0.4860,0.5140,0.4480,0.0700,0.1150,0.0320,0.3350,0.1890,0.3020,0.3100,0.1260,0.0730,0.5110,0.0650,0.0050,0.4180,0.142,0.43,96643.4,89538.2,32454,30068,36919,72261000,34.5,420980,0.2
29,MO,Missouri,2011,4336306,6010688,0.7210,0.0980,0.1310,0.1230,0.1450,0.1260,0.1430,0.4900,0.5100,0.5020,0.0640,0.1200,0.0190,0.2950,0.1240,0.3140,0.3010,0.1640,0.0970,0.5760,0.0600,0.0040,0.3600,0.192,0.06,230858.3,208237.2,38402,34639,45247,135441812,31.23,7119088,1.64
30,MT,Montana,2011,732240,998199,0.7350,0.0990,0.1250,0.1110,0.1450,0.1460,0.1510,0.5010,0.4990,0.5160,0.0630,0.1270,0.0120,0.2830,0.0770,0.3050,0.3350,0.1960,0.0860,0.5990,0.0520,0.0040,0.3450,0.208,0.14,38082.7,34492,38152,34555,44222,29509148,40.3,3335011,4.55
31,NE,Nebraska,2011,1297666,1842641,0.7050,0.1010,0.1330,0.1200,0.1390,0.1220,0.1350,0.4950,0.5050,0.5320,0.0580,0.1070,0.0130,0.2900,0.0900,0.2900,0.3400,0.1890,0.0910,0.6590,0.0440,0.0030,0.2930,0.227,0.31,84096.1,76509.2,45611,41496,50296,45632000,35.16,591201,0.46
32,NV,Nevada,2011,1954344,2723322,0.7190,0.0920,0.1420,0.1400,0.1380,0.1200,0.1250,0.5040,0.4960,0.4650,0.0500,0.1400,0.0270,0.3190,0.1600,0.2920,0.3230,0.1490,0.0760,0.5640,0.0820,0.0050,0.3490,0.186,0.16,104596.4,95350,38589,35178,48927,70951681,36.3,859072,0.44
33,NH,New Hampshire,2011,979439,1318194,0.7410,0.0940,0.1110,0.1320,0.1690,0.1410,0.1400,0.4940,0.5060,0.5360,0.0530,0.1180,0.0130,0.2800,0.0860,0.2930,0.2870,0.2100,0.1240,0.6370,0.0470,0.0010,0.3140,0.187,0.3,64888.9,58915.4,49088,44569,62647,45787000,46.75,1338363,1.37
34,NJ,New Jersey,2011,6440140,8821155,0.7280,0.0880,0.1270,0.1380,0.1560,0.1230,0.1370,0.4870,0.5130,0.4910,0.0640,0.0860,0.0210,0.3380,0.1190,0.2940,0.2340,0.2200,0.1330,0.5910,0.0730,0.0010,0.3350,0.182,0.12,469252.9,409360.8,52862,46115,67458,143386883,22.26,1069717,0.17
35,NM,New Mexico,2011,1471839,2082224,0.7060,0.1010,0.1320,0.1180,0.1370,0.1280,0.1360,0.4980,0.5020,0.4640,0.0570,0.1340,0.0190,0.3260,0.1680,0.2660,0.3110,0.1440,0.1110,0.5370,0.0680,0.0060,0.3900,0.164,0.41,73017.7,66995,35069,32176,41963,49089484,33.35,1235536,0.84
36,NY,New York,2011,14353084,19465197,0.7350,0.1020,0.1390,0.1320,0.1470,0.1230,0.1370,0.4850,0.5150,0.4460,0.0620,0.0870,0.0280,0.3770,0.1500,0.2750,0.2460,0.1870,0.1420,0.5700,0.0600,0.0020,0.3680,0.196,0.14,995231.4,845519.6,50775,43137,55246,320521588,22.33,19781410,1.38
37,NC,North Carolina,2011,6956632,9656401,0.7170,0.1000,0.1290,0.1370,0.1420,0.1230,0.1320,0.4850,0.5150,0.4940,0.0620,0.1060,0.0330,0.3050,0.1530,0.2730,0.3050,0.1780,0.0920,0.5510,0.0730,0.0110,0.3650,0.152,0.62,355001.6,318906.9,36816,33073,43916,184369098,26.5,3696843,0.53
38,ND,North Dakota,2011,497610,683932,0.7270,0.1240,0.1370,0.1100,0.1380,0.1260,0.1440,0.5030,0.4970,0.5300,0.0610,0.0960,0.0080,0.3040,0.0930,0.2690,0.3750,0.1930,0.0700,0.6740,0.0220,0.0090,0.2960,0.238,0.16,33588,30154.4,48886,43889,51704,20835979,41.87,29450,0.06
39,OH,Ohio,2011,8356729,11544951,0.7230,0.0960,0.1230,0.1260,0.1480,0.1310,0.1420,0.4890,0.5110,0.4830,0.0660,0.1220,0.0190,0.3100,0.1170,0.3480,0.2890,0.1540,0.0920,0.5690,0.0660,0.0010,0.3640,0.201,0.18,449923.8,402255,38928,34803,45749,261113000,31.25,30187924,3.61
40,OK,Oklahoma,2011,2686045,3791508,0.7080,0.1020,0.1350,0.1230,0.1360,0.1210,0.1360,0.4950,0.5050,0.5150,0.0640,0.1330,0.0210,0.2670,0.1370,0.3140,0.3110,0.1600,0.0780,0.5690,0.0460,0.0060,0.3790,0.165,0.4,150302,136557.4,39693,36063,43225,77500000,28.85,341744,0.13
41,OR,Oregon,2011,2852380,3871859,0.7370,0.0940,0.1370,0.1290,0.1370,0.1370,0.1430,0.4940,0.5060,0.5010,0.0540,0.1290,0.0180,0.2980,0.1060,0.2510,0.3500,0.1840,0.1090,0.5500,0.0750,0.0010,0.3740,0.165,0.08,145345.1,128751.5,37531,33246,46816,84065842,29.47,20447538,7.17
42,PA,Pennsylvania,2011,9413571,12742886,0.7370,0.0990,0.1210,0.1240,0.1510,0.1330,0.1550,0.4880,0.5120,0.4790,0.0720,0.0940,0.0230,0.3330,0.1140,0.3750,0.2410,0.1660,0.1040,0.5670,0.0590,0.0010,0.3740,0.183,0.08,563528.9,502382.7,44120,39332,50228,322989000,34.31,47960534,5.09
44,RI,Rhode Island,2011,777488,1051302,0.7380,0.1140,0.1230,0.1280,0.1510,0.1290,0.1460,0.4840,0.5160,0.4490,0.0650,0.1140,0.0190,0.3530,0.1520,0.2640,0.2720,0.1880,0.1230,0.5950,0.0680,0.0030,0.3330,0.197,0.1,46685.4,41727.4,44099,39416,53636,20439947,26.29,220999,0.28
45,SC,South Carolina,2011,3384874,4679230,0.7190,0.1040,0.1260,0.1290,0.1390,0.1300,0.1400,0.4860,0.5140,0.4810,0.0690,0.1010,0.0360,0.3120,0.1580,0.3070,0.2940,0.1560,0.0840,0.5300,0.0720,0.0090,0.3890,0.154,0.77,160391.1,146192.4,34398,31353,42367,109802000,32.44,852531,0.25
46,SD,South Dakota,2011,582721,824082,0.7060,0.1030,0.1270,0.1170,0.1400,0.1230,0.1460,0.4980,0.5020,0.5220,0.0600,0.1050,0.0110,0.3010,0.0940,0.3140,0.3280,0.1820,0.0810,0.6450,0.0370,0.0060,0.3120,0.221,0.27,36655,33901.4,44530,41184,48321,22351000,38.36,93093,0.16
47,TN,Tennessee,2011,4643139,6403353,0.7250,0.0970,0.1300,0.1310,0.1440,0.1280,0.1370,0.4870,0.5130,0.4920,0.0670,0.1310,0.0230,0.2880,0.1580,0.3340,0.2720,0.1530,0.0830,0.5480,0.0650,0.0030,0.3840,0.1,0.14,241431.7,223730.9,37698,34934,41693,132071314,28.44,1049753,0.23
48,TX,Texas,2011,17575107,25674681,0.6840,0.1030,0.1430,0.1370,0.1340,0.1060,0.1050,0.4960,0.5040,0.4960,0.0520,0.1100,0.0270,0.3140,0.1890,0.2550,0.2910,0.1770,0.0870,0.5890,0.0550,0.0050,0.3510,0.189,0.19,1074858,977508,41937,38139,49392,606196584,34.49,19371993,1.1
49,UT,Utah,2011,1799181,2817222,0.6390,0.1160,0.1570,0.1230,0.1080,0.0910,0.0920,0.5030,0.4970,0.5620,0.0360,0.0940,0.0160,0.2920,0.0970,0.2370,0.3690,0.2010,0.0970,0.6240,0.0540,0.0030,0.3190,0.12,0.41,95881.7,86697.8,34022,30763,55869,32023000,17.8,2672138,1.49
50,VT,Vermont,2011,467364,626431,0.7470,0.1050,0.1120,0.1240,0.1590,0.1490,0.1500,0.4920,0.5080,0.5090,0.0520,0.1200,0.0110,0.3080,0.0820,0.3020,0.2620,0.2140,0.1400,0.6340,0.0430,0.0010,0.3210,0.185,0.27,27547.8,24950.8,43756,39631,52776,17267000,36.95,6194730,13.25
51,VA,Virginia,2011,5896099,8096604,0.7260,0.1020,0.1360,0.1370,0.1490,0.1230,0.1250,0.4910,0.5090,0.5030,0.0560,0.1010,0.0260,0.3140,0.1220,0.2560,0.2710,0.2050,0.1460,0.5980,0.0490,0.0160,0.3360,0.179,0.26,385635.1,340027,47564,41939,61882,155767837,26.42,1904640,0.32
53,WA,Washington,2011,4962992,6830038,0.7270,0.0980,0.1410,0.1340,0.1430,0.1280,0.1260,0.4990,0.5010,0.5060,0.0500,0.1240,0.0170,0.3020,0.0990,0.2380,0.3440,0.2020,0.1170,0.5740,0.0660,0.0100,0.3500,0.178,0.76,302460.8,274208.7,44281,40145,56835,120311000,24.24,7301492,1.47
54,WV,West Virginia,2011,1395648,1855364,0.7490,0.0940,0.1170,0.1260,0.1450,0.1470,0.1630,0.4930,0.5070,0.4940,0.0810,0.1290,0.0200,0.2760,0.1580,0.4160,0.2410,0.1170,0.0680,0.4950,0.0480,0.0000,0.4570,0.101,0.18,64059,57990.1,34490,31222,38482,42319557,30.32,94705,0.07
55,WI,Wisconsin,2011,4130877,5711767,0.7230,0.0970,0.1280,0.1240,0.1510,0.1290,0.1390,0.4960,0.5040,0.5130,0.0580,0.1050,0.0120,0.3120,0.0960,0.3310,0.3080,0.1740,0.0900,0.6210,0.0550,0.0010,0.3240,0.243,0.06,234631.6,209758,41069,36715,50395,151838000,36.76,12028775,2.91
56,WY,Wyoming,2011,408288,568158,0.7180,0.1010,0.1400,0.1170,0.1420,0.1360,0.1260,0.5090,0.4910,0.5250,0.0520,0.1290,0.0130,0.2800,0.0800,0.3080,0.3650,0.1650,0.0830,0.6500,0.0350,0.0060,0.3090,0.189,0.02,28699.9,26059.7,50630,45972,56322,13177258,32.27,328817,0.81
1,AL,Alabama,2012,3497749,4822023,0.7220,0.1010,0.1260,0.1280,0.1390,0.1270,0.1450,0.4850,0.5150,0.4850,0.0700,0.1270,0.0250,0.2930,0.1600,0.3130,0.2940,0.1470,0.0860,0.5230,0.0580,0.0030,0.4150,0.123,1.05,172101.5,157273.8,35564,32500,41574,102300000,29.25,225494,0.06
2,AK,Alaska,2012,512143,731449,0.7010,0.1090,0.1490,0.1310,0.1420,0.1280,0.0850,0.5210,0.4790,0.4770,0.0380,0.1240,0.0200,0.3410,0.0800,0.2800,0.3590,0.1710,0.1090,0.6230,0.0530,0.0280,0.2960,0.168,1.07,38997.1,35945.3,53340,49166,67712,15144663,29.57,5288910,10.33
4,AZ,Arizona,2012,4660528,6553255,0.7100,0.1000,0.1340,0.1270,0.1280,0.1170,0.1480,0.4980,0.5020,0.4730,0.0550,0.1250,0.0200,0.3270,0.1430,0.2430,0.3410,0.1720,0.1020,0.5400,0.0590,0.0040,0.3980,0.153,0.16,236431.4,214865.8,36333,33019,47826,134444431,28.85,2886193,0.62
5,AR,Arkansas,2012,2119676,2949131,0.7150,0.0980,0.1290,0.1250,0.1340,0.1230,0.1500,0.4910,0.5090,0.5050,0.0690,0.1330,0.0230,0.2690,0.1520,0.3520,0.2860,0.1380,0.0720,0.5420,0.0500,0.0020,0.4060,0.118,0.24,107007.4,97557.8,36287,33083,40112,53506371,25.24,174809,0.08
6,CA,California,2012,27093829,38041430,0.7120,0.1060,0.1440,0.1360,0.1370,0.1130,0.1210,0.4970,0.5030,0.4610,0.0510,0.0980,0.0240,0.3660,0.1850,0.2060,0.3000,0.1960,0.1130,0.5610,0.0720,0.0050,0.3620,0.169,0.2,1814763,1590509.7,47794,41888,58328,676306044,24.96,76067583,2.81
8,CO,Colorado,2012,3746026,5187582,0.7200,0.0990,0.1460,0.1370,0.1400,0.1240,0.1180,0.5010,0.4990,0.5060,0.0440,0.1240,0.0170,0.3090,0.0940,0.2180,0.3130,0.2380,0.1370,0.6260,0.0530,0.0080,0.3130,0.192,0.08,236033,208823.5,45490,40246,56765,108024352,28.84,40044901,10.69
9,CT,Connecticut,2012,2638736,3590347,0.7350,0.0950,0.1200,0.1280,0.1580,0.1300,0.1480,0.4870,0.5130,0.4820,0.0600,0.1060,0.0140,0.3380,0.1010,0.2780,0.2500,0.2050,0.1660,0.6080,0.0660,0.0030,0.3230,0.175,0.24,229133.1,196342,63555,54460,67276,57512662,21.8,1269357,0.48
10,DE,Delaware,2012,671454,917092,0.7290,0.1020,0.1240,0.1220,0.1460,0.1290,0.1530,0.4850,0.5150,0.4740,0.0620,0.1180,0.0200,0.3270,0.1150,0.3150,0.2740,0.1810,0.1140,0.5820,0.0560,0.0040,0.3590,0.186,0.16,40122.6,35844.3,43775,39107,58415,22170890,33.02,5604614,8.35
11,DC,District of Columbia,2012,493229,632323,0.7700,0.1320,0.2200,0.1350,0.1200,0.1070,0.1140,0.4730,0.5270,0.2670,0.0450,0.0920,0.0210,0.5750,0.1140,0.1840,0.1720,0.2300,0.3000,0.6130,0.0710,0.0060,0.3100,0.231,0.09,42582.3,36504.6,67470,57840,66583,14415000,29.23,242265,0.49
12,FL,Florida,2012,14569717,19317568,0.7530,0.0940,0.1230,0.1250,0.1420,0.1280,0.1810,0.4890,0.5110,0.4600,0.0710,0.1320,0.0250,0.3110,0.1350,0.2980,0.2990,0.1730,0.0960,0.5240,0.0680,0.0030,0.4040,0.165,0.48,794071.1,720430.1,41204,37382,45040,454883364,31.22,2867872,0.2
13,GA,Georgia,2012,6984539,9919945,0.7020,0.1030,0.1360,0.1400,0.1400,0.1140,0.1150,0.4890,0.5110,0.4710,0.0570,0.1140,0.0260,0.3320,0.1500,0.2830,0.2850,0.1780,0.1040,0.5540,0.0690,0.0070,0.3700,0.144,1.01,369040.2,332462.4,37251,33558,47209,186961000,26.77,4749758,0.68
15,HI,Hawaii,2012,1036573,1392313,0.7430,0.0990,0.1430,0.1260,0.1330,0.1310,0.1510,0.5040,0.4960,0.4950,0.0620,0.0950,0.0150,0.3340,0.0960,0.2830,0.3210,0.1960,0.1050,0.5780,0.0440,0.0330,0.3450,0.182,0.93,61161.6,55487.6,43531,39492,66259,32116000,30.98,865086,0.83
16,ID,Idaho,2012,1101867,1595728,0.6920,0.0990,0.1320,0.1230,0.1270,0.1210,0.1320,0.5010,0.4990,0.5500,0.0520,0.1250,0.0130,0.2600,0.1020,0.2770,0.3660,0.1730,0.0820,0.5840,0.0510,0.0020,0.3630,0.141,0.15,55719.8,50778,34825,31736,45489,30659000,27.82,958861,0.87
17,IL,Illinois,2012,9282277,12875255,0.7200,0.0970,0.1380,0.1320,0.1420,0.1210,0.1320,0.4910,0.5090,0.4760,0.0590,0.1000,0.0180,0.3460,0.1240,0.2700,0.2890,0.1970,0.1200,0.5930,0.0670,0.0020,0.3380,0.216,0.23,593814.2,523039.5,45932,40458,55137,269799048,29.07,2727783,0.29
18,IN,Indiana,2012,4655979,6537334,0.7120,0.1020,0.1270,0.1260,0.1410,0.1240,0.1360,0.4920,0.5080,0.4980,0.0600,0.1270,0.0140,0.3010,0.1240,0.3530,0.2880,0.1500,0.0840,0.5860,0.0560,0.0010,0.3570,0.159,0.12,256284.7,232188.7,39150,35469,46974,119929394,25.76,2706951,0.58
19,IA,Iowa,2012,2209581,3074186,0.7190,0.1020,0.1270,0.1170,0.1380,0.1280,0.1530,0.4960,0.5040,0.5270,0.0630,0.1140,0.0130,0.2830,0.0840,0.3230,0.3300,0.1810,0.0820,0.6410,0.0360,0.0010,0.3230,0.217,0.19,131137,118077.1,42541,38305,50957,76066706,34.43,674374,0.31
20,KS,Kansas,2012,2029832,2885905,0.7020,0.1040,0.1330,0.1200,0.1350,0.1210,0.1370,0.4970,0.5030,0.5220,0.0580,0.1220,0.0160,0.2820,0.0980,0.2730,0.3250,0.1950,0.1090,0.6220,0.0430,0.0080,0.3260,0.158,0.18,129849.7,117210.5,44914,40542,50241,56147461,27.66,838953,0.41
21,KY,Kentucky,2012,3190830,4380415,0.7250,0.0970,0.1280,0.1300,0.1430,0.1290,0.1400,0.4920,0.5080,0.5010,0.0670,0.1320,0.0220,0.2780,0.1620,0.3410,0.2790,0.1290,0.0890,0.5380,0.0550,0.0050,0.4020,0.149,0.08,156564.9,141735.8,35631,32257,41724,77253153,24.21,1132492,0.35
22,LA,Louisiana,2012,3298373,4601893,0.7120,0.1030,0.1400,0.1230,0.1380,0.1230,0.1300,0.4890,0.5110,0.4370,0.0660,0.1230,0.0290,0.3450,0.1700,0.3430,0.2680,0.1440,0.0750,0.5550,0.0540,0.0040,0.3870,0.165,0.32,187190.7,170767.5,40662,37095,42944,114142000,34.61,5254004,1.59
23,ME,Maine,2012,1009987,1329192,0.7590,0.0870,0.1110,0.1220,0.1580,0.1520,0.1700,0.4900,0.5100,0.5080,0.0640,0.1420,0.0120,0.2740,0.0840,0.3480,0.2890,0.1810,0.0980,0.5900,0.0490,0.0010,0.3610,0.177,0.35,53227.3,48197.8,39993,36214,46709,33604000,33.27,7723898,7.65
24,MD,Maryland,2012,4297392,5884563,0.7300,0.0970,0.1360,0.1320,0.1520,0.1250,0.1300,0.4840,0.5160,0.4670,0.0580,0.1010,0.0260,0.3490,0.1090,0.2610,0.2610,0.2000,0.1690,0.6250,0.0560,0.0060,0.3120,0.164,0.09,310420.4,271959.7,52490,45986,71122,98230624,22.86,4794150,1.12
25,MA,Massachusetts,2012,4945618,6646144,0.7400,0.1040,0.1330,0.1290,0.1510,0.1280,0.1450,0.4840,0.5160,0.4610,0.0590,0.1010,0.0200,0.3600,0.1030,0.2590,0.2440,0.2220,0.1710,0.6160,0.0570,0.0010,0.3270,0.197,0.11,376591.2,325798.7,56269,48680,65339,127631690,25.81,9027386,1.83
26,MI,Michigan,2012,7187502,9883360,0.7250,0.1010,0.1190,0.1240,0.1470,0.1340,0.1460,0.4910,0.5090,0.4800,0.0610,0.1180,0.0150,0.3260,0.1080,0.3060,0.3260,0.1600,0.1000,0.5430,0.0690,0.0000,0.3880,0.192,0.2,387339.2,348254.6,39043,35104,46859,195288672,27.17,13589873,1.89
27,MN,Minnesota,2012,3875623,5379139,0.7220,0.0930,0.1370,0.1250,0.1460,0.1260,0.1360,0.4960,0.5040,0.5240,0.0500,0.1020,0.0110,0.3130,0.0750,0.2640,0.3290,0.2240,0.1080,0.6570,0.0440,0.0010,0.2990,0.219,0.15,255427.7,224772.6,47404,41715,58906,115262347,29.74,9559470,2.47
28,MS,Mississippi,2012,2109223,2984926,0.6980,0.1090,0.1250,0.1260,0.1330,0.1220,0.1350,0.4830,0.5170,0.4430,0.0720,0.1190,0.0320,0.3340,0.1770,0.3060,0.3110,0.1300,0.0760,0.5140,0.0660,0.0050,0.4150,0.121,0.43,99732.8,92226.7,33441,30924,37095,73067000,34.64,452259,0.21
29,MO,Missouri,2012,4366044,6021988,0.7230,0.0990,0.1310,0.1210,0.1420,0.1270,0.1470,0.4900,0.5100,0.4910,0.0660,0.1250,0.0200,0.2990,0.1200,0.3160,0.2990,0.1670,0.0970,0.5790,0.0540,0.0040,0.3630,0.173,0.06,240967.8,217574,39983,36102,45321,134119528,30.72,8308093,1.9
30,MT,Montana,2012,739438,1005141,0.7370,0.0980,0.1230,0.1140,0.1410,0.1480,0.1570,0.5010,0.4990,0.5270,0.0610,0.1230,0.0130,0.2760,0.0720,0.2970,0.3370,0.2020,0.0920,0.5960,0.0460,0.0040,0.3540,0.218,0.14,40436.9,36490.9,40220,36295,45076,30537189,41.3,3674368,4.97
31,NE,Nebraska,2012,1307759,1855525,0.7070,0.1000,0.1340,0.1200,0.1350,0.1230,0.1390,0.4970,0.5030,0.5280,0.0610,0.1040,0.0120,0.2950,0.0950,0.2770,0.3380,0.1930,0.0970,0.6630,0.0370,0.0040,0.2960,0.221,0.31,86235.9,77995,46391,41958,50723,46748000,35.75,658068,0.5
32,NV,Nevada,2012,1990190,2758931,0.7220,0.0920,0.1430,0.1380,0.1360,0.1200,0.1300,0.5040,0.4960,0.4560,0.0510,0.1460,0.0240,0.3230,0.1510,0.2880,0.3370,0.1480,0.0750,0.5680,0.0790,0.0040,0.3490,0.151,0.16,108696.1,98769.9,39671,36048,49760,70101476,35.22,1418591,0.71
33,NH,New Hampshire,2012,987884,1320718,0.7450,0.0950,0.1120,0.1280,0.1660,0.1430,0.1470,0.4910,0.5090,0.5140,0.0550,0.1230,0.0130,0.2960,0.0820,0.2940,0.2780,0.2190,0.1260,0.6410,0.0440,0.0010,0.3130,0.17,0.3,67318.1,61385.4,50719,46249,63280,47182000,47.76,1823141,1.85
34,NJ,New Jersey,2012,6475591,8864590,0.7320,0.0890,0.1270,0.1350,0.1540,0.1250,0.1410,0.4870,0.5130,0.4920,0.0620,0.0860,0.0200,0.3400,0.1170,0.2870,0.2330,0.2250,0.1380,0.5940,0.0670,0.0010,0.3380,0.177,0.12,484600,425028,54247,47578,69667,143744065,22.2,1161508,0.18
35,NM,New Mexico,2012,1483903,2085538,0.7070,0.1000,0.1320,0.1190,0.1330,0.1280,0.1410,0.4960,0.5040,0.4610,0.0580,0.1310,0.0180,0.3310,0.1560,0.2650,0.3180,0.1490,0.1120,0.5350,0.0610,0.0050,0.3990,0.146,0.41,74610.8,68573.5,35695,32806,42558,46353531,31.24,1494603,1.01
36,NY,New York,2012,14474529,19570261,0.7380,0.1020,0.1410,0.1300,0.1450,0.1240,0.1410,0.4850,0.5150,0.4420,0.0620,0.0880,0.0280,0.3800,0.1470,0.2690,0.2500,0.1900,0.1440,0.5750,0.0590,0.0020,0.3650,0.17,0.14,1039791.6,887922.1,52628,44941,56448,329190903,22.74,22474504,1.55
37,NC,North Carolina,2012,7053347,9752073,0.7210,0.1000,0.1280,0.1360,0.1400,0.1230,0.1380,0.4870,0.5130,0.4910,0.0620,0.1080,0.0320,0.3070,0.1480,0.2710,0.3070,0.1800,0.0930,0.5530,0.0670,0.0110,0.3690,0.131,0.62,377867.2,341049.4,38867,35080,45150,188465167,26.72,4930023,0.7
